"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","Metabolites","Compound.ID","Super.Class","Class","Sub.Class","KEGG","level","group"
"205.12064",3.13366046371585e-09,0.253725802728948,0.343,0.281,2.40351757567006e-06,"205.12064","2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]non-3-ene;
alpha-Terpineol formate;
5-Pentyl-3h-furan-2-one;
Methyl 4,8-decadienoate;
Methyl (2E,4Z)-decadienoate;
Neryl formate;
(3E,6Z)-Nonadien-1-yl acetate;
(2E,6Z)-2,6-Nonadien-1-Yl acetate","HMDB0030006;
HMDB0032050;
HMDB0032463;
HMDB0034708;
HMDB0034730;
HMDB0035156;
HMDB0038068;
HMDB0038079","Organic oxygen compounds;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Organooxygen compounds;
Prenol lipids;
Tetrahydrofurans;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Ethers;
Monoterpenoids;
Unclassified;
Fatty acid esters;
Fatty acid esters;
Fatty alcohol esters;
Fatty alcohol esters;
Fatty alcohol esters",";
;
;
;
;
C12294;
;
","*","pos"
"154.05886",9.82818280617468e-14,0.252028048121768,0.494,0.458,7.53821621233598e-11,"154.05886","Creatine;
Beta-Guanidinopropionic acid","HMDB0000064;
HMDB0013222","Organic acids and derivatives;
Organic nitrogen compounds","Carboxylic acids and derivatives;
Organonitrogen compounds","Amino acids, peptides, and analogues;
Guanidines","C00300;
C03065","**","pos"
"185.05740",3.72567705697818e-06,0.251544405002071,0.313,0.287,0.00285759430270226,"185.05740","3-Hydroxyisoheptanoic acid;
(+/-)-Ethyl 2-hydroxy-2-methylbutyrate;
Methyl DL-Leucate;
Ethyl 2-hydroxyisovalerate","HMDB0002207;
HMDB0032269;
HMDB0036231;
HMDB0059842","Organic acids and derivatives;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Hydroxy acids and derivatives;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Medium-chain hydroxy acids and derivatives;
Fatty acid esters;
Fatty acid esters;
Fatty acid esters",";
;
;
","*","pos"
"160.13314",1.10346844056429e-12,-0.311774289028198,0.233,0.348,8.46360293912811e-10,"160.13314","4-ene-Valproic acid;
(3Z)-2-Propylpent-3-enoic acid;
(3E)-2-Propylpent-3-enoic acid;
Cyclohexaneacetic acid;
cis-5-Octenoic acid","HMDB0013897;
HMDB0013903;
HMDB0013904;
HMDB0031403;
HMDB0032207","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic acids and derivatives;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Carboxylic acids and derivatives;
Fatty Acyls","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Carboxylic acids;
Fatty acids and conjugates","C16648;
C16654;
;
;
","*","pos"
"786.59991.2",1.66412060948367e-17,-0.325200524803803,0.435,0.571,1.27638050747397e-14,"786.59991","PC(36:2)","HMDB0000593","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,"**","pos"
"797.52790.2",6.33998556057012e-15,-0.327330988020499,0.434,0.548,4.86276892495728e-12,"797.52790","PG(36:2)","HMDB0010605","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols",NA,"**","pos"
"226.10514.1",3.9018251440522e-198,-0.335071417695255,0.991,0.979,2.99269988548804e-195,"226.10514","DL-Acetylcarnitine","HMDB0240773","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"*","pos"
"126.02200.1",3.37769435752946e-15,-0.343762010713522,0.154,0.263,2.5906915722251e-12,"126.02200","Taurine","HMDB0000251","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","C00245","*","pos"
"146.11741.1",8.55835384928972e-61,-0.347041437232791,0.78,0.908,6.56425740240521e-58,"146.11741","4-Trimethylammoniobutanoic acid;
2-Aminoheptanoate;
2-Aminoheptanoic acid;
[(3-Methylbutyl)amino]acetic acid;
4-(3-Hydroxypropyl)morpholine;
7-Aminoheptanoic acid;
Methyl L-leucinate","HMDB0001161;
HMDB0094649;
HMDB0242128;
HMDB0245644;
HMDB0246679;
HMDB0247233;
HMDB0254597","Lipids and lipid-like molecules;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organoheterocyclic compounds;
Lipids and lipid-like molecules;
Organic acids and derivatives","Fatty Acyls;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Oxazinanes;
Fatty Acyls;
Carboxylic acids and derivatives","Fatty acids and conjugates;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Morpholines;
Fatty acids and conjugates;
Amino acids, peptides, and analogues","C01181;
;
;
;
;
;
","**","pos"
"225.12110.2",2.14251422316762e-15,-0.36199316732175,0.162,0.273,1.64330840916956e-12,"225.12110","Isoleucyl-Alanine","HMDB0028900","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,"*","pos"
"104.10722",0,-0.36494403421046,1,1,0,"104.10722","2-Amino-3-methyl-1-butanol","HMDB0244984","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,"**","pos"
"105.11075",0,-0.379902971508669,1,1,0,"105.11075",NA,NA,NA,NA,NA,NA,NA,"pos"
"810.59666.2",1.35822428616941e-15,-0.388479176371834,0.085,0.173,1.04175802749194e-12,"810.59666","PC(36:1);
PE(39:1)","HMDB0007887;
HMDB0008915","Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Glycerophospholipids;
Glycerophospholipids","Glycerophosphocholines;
Glycerophosphoethanolamines","C00157;
","**","pos"
"204.12333.1",4.8301577420636e-270,-0.412487166897195,1,1,3.70473098816278e-267,"204.12333","N-Lactoylleucine;
1-Carboxyethylleucine;
Acetyl-D-carnitine;
DL-Acetylcarnitine;
1-Carboxyethylisoleucine;
Glutamic acid diethyl ester","HMDB0062176;
HMDB0240626;
HMDB0240771;
HMDB0240773;
HMDB0242158;
HMDB0252807","Organic acids and derivatives;
Organic acids and derivatives;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Fatty Acyls;
Fatty Acyls;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Fatty acid esters;
Fatty acid esters;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues",";
;
;
;
;
","**","pos"
"140.06831.1",0,-0.414084397331958,0.999,0.999,0,"140.06831","L-Valine;
N-Methyl-a-aminoisobutyric acid;
5-Aminopentanoic acid;
Norvaline","HMDB0000883;
HMDB0002141;
HMDB0003355;
HMDB0013716","Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C00183;
;
C00431;
C01799","**","pos"
"222.19638",1.23453365189617e-16,-0.415226229123614,0.089,0.182,9.46887311004365e-14,"222.19638",NA,NA,NA,NA,NA,NA,NA,"pos"
"205.12622.1",6.88626811755578e-198,-0.419448024233205,0.976,0.994,5.28176764616528e-195,"205.12622","Hexyl 3-mercaptobutanoate;
(S)-3-Mercaptohexyl butyrate;
3-Mercaptohexyl butyrate","HMDB0032327;
HMDB0037765;
HMDB0038948","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acid esters;
Fatty acid esters;
Fatty acid esters",";
;
","**","pos"
"118.08639.1",0,-0.434422713413639,0.999,1,0,"118.08639","Senecioic acid;
Tiglic acid;
2-Ethylacrylic acid;
3-Methylbutyrolactone;
Angelic acid;
4-Pentenoic acid;
2-Pentenoic acid;
Dihydro-5-methyl-2(3H)-furanone","HMDB0000509;
HMDB0001470;
HMDB0001862;
HMDB0002167;
HMDB0029608;
HMDB0031602;
HMDB0032459;
HMDB0033840","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Organoheterocyclic compounds","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Lactones;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Lactones","Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Gamma butyrolactones;
Fatty acids and conjugates;
Fatty acids and conjugates;
Fatty acids and conjugates;
Gamma butyrolactones",";
C08279;
;
;
;
;
;
","**","pos"
"185.95977.2",5.07284005463473e-22,-0.460356653479707,0.045,0.136,3.89086832190483e-19,"185.95977",NA,NA,NA,NA,NA,NA,NA,"pos"
"105.10444",3.85917575598324e-125,-0.493074389021872,0.744,0.915,2.95998780483914e-122,"105.10444",NA,NA,NA,NA,NA,NA,NA,"pos"
"254.01899.1",8.89176601006079e-23,-0.495187291909393,0.03,0.115,6.81998452971663e-20,"254.01899","Glycerylphosphorylethanolamine","HMDB0000114","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","C01233","*","pos"
"166.08401.1",0,-0.504738073156392,0.97,0.982,0,"166.08401","Proline betaine;
L-2-Amino-3-methylenehexanoic acid","HMDB0004827;
HMDB0030410","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C10172;
","**","pos"
"809.58534.2",1.67821498701456e-28,-0.505833388199659,0.272,0.442,1.28719089504017e-25,"809.58534","SM(d20:1/PGE2);
SM(d20:1/PGD2);
SM(d20:1/20:4(7E,9E,11Z,13E)-3OH(5S,6R,15S))","HMDB0290724;
HMDB0290725;
HMDB0290732","Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified",";
;
","*","pos"
"146.16517.1",2.80506328015898e-75,-0.538618100488348,0.853,0.95,2.15148353588194e-72,"146.16517","Spermidine","HMDB0001257","Organic nitrogen compounds","Organonitrogen compounds","Amines","C00315","**","pos"
"105.11351",1.8831559450608e-38,-0.547968062829063,0.3,0.454,1.44438060986163e-35,"105.11351",NA,NA,NA,NA,NA,NA,NA,"pos"
"238.04508.1",6.3902492911531e-43,-0.551746724805111,0.336,0.569,4.90132120631443e-40,"238.04508","Glycerylphosphorylethanolamine","HMDB0000114","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","C01233","*","pos"
"162.11245.1",0,-0.552089087601395,1,1,0,"162.11245","beta-Hydroxy-gamma-trimethylaminobutyric acid;
N-(2-Hydroxyethyl)valine","HMDB0244982;
HMDB0254990","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues",";
","**","pos"
"163.11578.1",0,-0.553615846070431,0.993,0.998,0,"163.11578",NA,NA,NA,NA,NA,NA,NA,"pos"
"184.09464.1",0,-0.560597127335452,1,0.998,0,"184.09464","beta-Hydroxy-gamma-trimethylaminobutyric acid;
N-(2-Hydroxyethyl)valine","HMDB0244982;
HMDB0254990","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues",";
","*","pos"
"144.10187.1",0,-0.561206966681038,0.968,0.994,0,"144.10187","Methyl sorbate;
3-Ethyl-1,2-cyclopentanedione;
Enol-3-Ethyl-1,2-cyclopentanedione;
Allyl crotonate;
4-Hydroxy-4-methyl-5-hexenoic acid gamma lactone;
3,4-Dimethyl-1,2-cyclopentanedione","HMDB0029582;
HMDB0031222;
HMDB0031223;
HMDB0032067;
HMDB0032333;
HMDB0037026","Lipids and lipid-like molecules;
Organic oxygen compounds;
Organic oxygen compounds;
Lipids and lipid-like molecules;
Organoheterocyclic compounds;
Organic oxygen compounds","Fatty Acyls;
Organooxygen compounds;
Organooxygen compounds;
Fatty Acyls;
Lactones;
Organooxygen compounds","Fatty acid esters;
Carbonyl compounds;
Carbonyl compounds;
Fatty acid esters;
Gamma butyrolactones;
Carbonyl compounds",";
;
;
;
;
","**","pos"
"227.10823.2",3.35673236933004e-26,-0.567288036205384,0.045,0.148,2.57461372727614e-23,"227.10823","Batatasin III;
3-(1,1-Dimethylallyl)herniarin;
5-Hydroxy-2-(5-methyl-1-oxo-4-hexenyl)benzofuran;
Batatasin IV;
Encelin;
Glandulone B","HMDB0030636;
HMDB0030731;
HMDB0031925;
HMDB0032641;
HMDB0034723;
HMDB0038548","Phenylpropanoids and polyketides;
Phenylpropanoids and polyketides;
Organoheterocyclic compounds;
Phenylpropanoids and polyketides;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Stilbenes;
Coumarins and derivatives;
Benzofurans;
Stilbenes;
Prenol lipids;
Prenol lipids","Unclassified;
Unclassified;
Unclassified;
Unclassified;
Terpene lactones;
Sesquiterpenoids",";
;
;
C10247;
C09404;
","*","pos"
"787.60354.2",3.27748296807918e-25,-0.598773122221375,0.047,0.148,2.51382943651673e-22,"787.60354","DG(a-25:0/5-iso PGF2VI/0:0);
DG(5-iso PGF2VI/a-25:0/0:0);
DG(a-25:0/0:0/5-iso PGF2VI);
DG(5-iso PGF2VI/0:0/a-25:0)","HMDB0298190;
HMDB0298191;
HMDB0298192;
HMDB0298193","Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified","Unclassified;
Unclassified;
Unclassified;
Unclassified",";
;
;
","*","pos"
"242.07912.1",1.91944754366228e-262,-0.611999614170767,0.874,0.942,1.47221626598896e-259,"242.07912","cis-Mevinphos","HMDB0250292","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"**","pos"
"258.10992.1",0,-0.61407618158213,0.979,0.982,0,"258.10992","Pandamarilactam 3x","HMDB0033610","Organoheterocyclic compounds","Dihydrofurans","Furanones",NA,"**","pos"
"188.17564",1.31910474699216e-20,-0.61983449145213,0.045,0.129,1.01175334094298e-17,"188.17564","2-Amino-3-methyl-1-pyrrolidin-1-YL-butan-1-one","HMDB0246938","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,"*","pos"
"280.09204.1",0,-0.623654753462833,0.999,0.992,0,"280.09204","Glycerophosphocholine","HMDB0000086","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","C00670","**","pos"
"156.04201.2",0,-0.670329233374765,0.995,0.994,0,"156.04201","Indoxyl;
2-Methyl-4,5-benzoxazole","HMDB0004094;
HMDB0032390","Organoheterocyclic compounds;
Organoheterocyclic compounds","Indoles and derivatives;
Benzoxazoles","Hydroxyindoles;
Unclassified","C05658;
","**","pos"
"106.11149.1",3.68683420976958e-81,-0.686144596563961,0.388,0.675,2.82780183889327e-78,"106.11149",NA,NA,NA,NA,NA,NA,NA,"pos"
"799.54265.2",2.93378089841569e-32,-0.6973869316838,0.039,0.155,2.25020994908483e-29,"799.54265","PG(36:1)","HMDB0010603","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoglycerols",NA,"*","pos"
"370.29508.2",1.06085255282557e-26,-0.697729832121841,0.023,0.114,8.13673908017215e-24,"370.29508","cis-5-Tetradecenoylcarnitine","HMDB0002014","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,"**","pos"
"106.11400.2",3.35810372188255e-44,-0.709108195281395,0.09,0.265,2.57566555468392e-41,"106.11400",NA,NA,NA,NA,NA,NA,NA,"pos"
"822.53900.2",5.70038818474619e-43,-0.721832232015597,0.203,0.393,4.37219773770032e-40,"822.53900","PC(36:3)","HMDB0007921","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,"*","pos"
"798.53839.2",3.79213560746277e-64,-0.738997452288851,0.345,0.575,2.90856801092394e-61,"798.53839","PE(40:7)","HMDB0011394","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines",NA,"**","pos"
"119.08989.2",6.45621178458438e-52,-0.745495222627173,0.147,0.362,4.95191443877622e-49,"119.08989",NA,NA,NA,NA,NA,NA,NA,"pos"
"164.11680.2",7.09254930445936e-41,-0.757809691790936,0.055,0.203,5.43998531652033e-38,"164.11680",NA,NA,NA,NA,NA,NA,NA,"pos"
"298.06390.2",1.3098230346473e-42,-0.767601601972912,0.015,0.143,1.00463426757448e-39,"298.06390",NA,NA,NA,NA,NA,NA,NA,"pos"
"200.06855.1",0,-0.773586624265992,0.991,0.987,0,"200.06855","5-Hydroxytryptophol;
1,2-Dehydrosalsolinol","HMDB0001855;
HMDB0012490","Organoheterocyclic compounds;
Organoheterocyclic compounds","Indoles and derivatives;
Dihydroisoquinolines","Hydroxyindoles;
Unclassified",";
","**","pos"
"104.12643.2",4.27636745790019e-48,-0.776995890554341,0.07,0.24,3.27997384020944e-45,"104.12643",NA,NA,NA,NA,NA,NA,NA,"pos"
"141.07147.2",6.43640571025287e-81,-0.792184412313343,0.275,0.568,4.93672317976395e-78,"141.07147","2-Methoxynaphthalene;
(2-Naphthyl)methanol;
1-Hydroxymethylnaphthalene","HMDB0032861;
HMDB0060303;
HMDB0060322","Benzenoids;
Benzenoids;
Benzenoids","Naphthalenes;
Naphthalenes;
Naphthalenes","Unclassified;
Unclassified;
Unclassified",";
C02909;
C14089","*","pos"
"163.97769.1",1.06258215947868e-98,-0.817182031078169,0.323,0.63,8.15000516320148e-96,"163.97769","Taurine","HMDB0000251","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","C00245","*","pos"
"296.06567.1",0,-0.839443261950326,0.973,0.976,0,"296.06567","5-Methylcytidine","HMDB0000982","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Unclassified",NA,"**","pos"
"182.05798.1",0,-0.847775683661271,0.812,0.944,0,"182.05798","Proline betaine;
L-2-Amino-3-methylenehexanoic acid","HMDB0004827;
HMDB0030410","Organic acids and derivatives;
Organic acids and derivatives","Carboxylic acids and derivatives;
Carboxylic acids and derivatives","Amino acids, peptides, and analogues;
Amino acids, peptides, and analogues","C10172;
","*","pos"
"104.08820.2",3.551580875747e-59,-0.8857828623682,0.055,0.247,2.72406253169795e-56,"104.08820",NA,NA,NA,NA,NA,NA,NA,"pos"
"157.04608.2",4.13017872203715e-70,-0.975332205389145,0.076,0.301,3.16784707980249e-67,"157.04608",NA,NA,NA,NA,NA,NA,NA,"pos"
"185.09793.2",4.3903133770794e-200,-1.01069291513483,0.407,0.774,3.3673703602199e-197,"185.09793","6-Acetyl-2,2-dimethyl-2H-1-benzopyran;
3-(3-Methylbutylidene)-1(3H)-isobenzofuranone","HMDB0030816;
HMDB0031663","Organoheterocyclic compounds;
Organoheterocyclic compounds","Benzopyrans;
Isocoumarans","1-benzopyrans;
Isobenzofuranones",";
","*","pos"
"824.55583.2",1.12828462475404e-118,-1.01284885469142,0.35,0.642,8.65394307186348e-116,"824.55583","PC(36:2)","HMDB0000593","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines",NA,"*","pos"
"427.36111.1",1.81315106644773e-57,-1.1339700166972,0.018,0.182,1.39068686796541e-54,"427.36111",NA,NA,NA,NA,NA,NA,NA,"pos"
"158.04033.2",3.95210227665567e-151,-1.13501648766224,0.241,0.609,3.0312624461949e-148,"158.04033",NA,NA,NA,NA,NA,NA,NA,"pos"
"825.55932.2",1.12009692955352e-72,-1.16726098199484,0.055,0.276,8.59114344967552e-70,"825.55932",NA,NA,NA,NA,NA,NA,NA,"pos"
"297.06930.2",2.91137495733392e-80,-1.1707869290202,0.033,0.258,2.23302459227512e-77,"297.06930","Trifluridine","HMDB0014576","Nucleosides, nucleotides, and analogues","Pyrimidine nucleosides","Pyrimidine 2'-deoxyribonucleosides",NA,"*","pos"
"281.09554.1",6.22014730113274e-149,-1.22618281571609,0.191,0.569,4.77085297996881e-146,"281.09554","N-Despyridinyl rosiglitazone","HMDB0060842","Benzenoids","Phenol ethers","Unclassified",NA,"*","pos"
"424.34201.2",9.80754882618665e-139,-1.2816273917868,0.237,0.583,7.52238994968516e-136,"424.34201","O-Linoleoylcarnitine;
(10Z,12Z)-octadeca-10,12-dienoylcarnitine;
(9Z,11E)-Octadeca-9,11-dienoylcarnitine;
(6Z,9Z)-Octadeca-6,9-dienoylcarnitine;
(2E,4E)-Octadeca-2,4-dienoylcarnitine","HMDB0240780;
HMDB0240822;
HMDB0241539;
HMDB0241540;
HMDB0241541","Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules;
Lipids and lipid-like molecules","Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls;
Fatty Acyls","Fatty acid esters;
Fatty acid esters;
Fatty acid esters;
Fatty acid esters;
Fatty acid esters",";
;
;
;
","**","pos"
